job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,job_posted_range,state_avg_salary
JD-854,Cloud Data Engineer,Skinner Ltd,Philadelphia,PA,"Philadelphia, PA",USA,Remote,3/10/2025,4/3/2025,Senior,Full-time,Education,153261,225266,189263,"['CloudFormation', 'Docker', 'CI/CD', 'Azure DevOps', 'Terraform', 'AWS EC2', 'Linux']","['AWS Certified Solutions Architect', 'Google Professional Cloud Architect']",AWS,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,32,Older than 30 Days,164775.67
JD-855,DevOps Engineer,Vazquez Ltd,Charlotte,NC,"Charlotte, NC",USA,Remote,3/29/2025,4/24/2025,Mid-level,Full-time,Education,111382,144633,128007,"['Kubernetes', 'Python', 'AWS EC2', 'Terraform', 'CloudFormation', 'Docker', 'GCP', 'Linux']","['AWS Certified Solutions Architect', 'Google Professional Cloud Architect']",GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,13,Posted in Last 30 Days,171317.19
JD-856,Azure DevOps Specialist,Tran-Parker,Nashville,TN,"Nashville, TN",USA,Hybrid,2/3/2025,3/26/2025,Entry-level,Contract,Healthcare,69318,90120,79719,"['Azure DevOps', 'Kubernetes', 'GCP', 'Terraform', 'AWS EC2']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,67,Older than 30 Days,162482.82
JD-857,DevOps Engineer,Leach-Jennings,Philadelphia,PA,"Philadelphia, PA",USA,Hybrid,3/20/2025,5/5/2025,Senior,Contract,Education,240940,379698,310319,"['Kubernetes', 'Linux', 'GCP', 'CloudFormation', 'CI/CD']","['Microsoft Azure Fundamentals', 'AWS Certified Solutions Architect']",GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,22,Posted in Last 30 Days,164775.67
JD-858,Cloud Solutions Architect,Mathews Group,Atlanta,GA,"Atlanta, GA",USA,Remote,3/3/2025,4/15/2025,Senior,Full-time,E-commerce,183692,379675,281683,"['CI/CD', 'CloudFormation', 'AWS EC2', 'Azure DevOps', 'Linux', 'Terraform']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,39,Older than 30 Days,158840.08
JD-859,Cloud Data Engineer,Pennington-Hardin,Phoenix,AZ,"Phoenix, AZ",USA,Hybrid,1/11/2025,3/9/2025,Senior,Contract,Education,217002,390105,303553,"['CI/CD', 'Terraform', 'Azure DevOps', 'Docker', 'Python', 'GCP']","['Terraform Associate', 'Google Professional Cloud Architect']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,90,Older than 30 Days,172578.9
JD-860,Google Cloud Platform Engineer,Mayer and Sons,Philadelphia,PA,"Philadelphia, PA",USA,Remote,2/9/2025,3/3/2025,Entry-level,Contract,Education,68055,85283,76669,"['GCP', 'Linux', 'CloudFormation', 'Python', 'Docker', 'CI/CD', 'Kubernetes', 'Azure DevOps']","['Google Professional Cloud Architect', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,61,Older than 30 Days,164775.67
JD-861,DevOps Engineer,Villarreal and Sons,Seattle,WA,"Seattle, WA",USA,On-site,2/8/2025,2/25/2025,Mid-level,Contract,Finance,101490,125738,113614,"['CloudFormation', 'Docker', 'Terraform', 'CI/CD', 'Azure DevOps']","['Terraform Associate', 'Google Professional Cloud Architect']",Azure,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,62,Older than 30 Days,172275.04
JD-862,Cloud Infrastructure Engineer,Welch-Suarez,Nashville,TN,"Nashville, TN",USA,Hybrid,4/9/2025,5/17/2025,Senior,Contract,Telecommunications,204792,306264,255528,"['Terraform', 'Docker', 'Kubernetes', 'GCP', 'Linux', 'Azure DevOps']",['AWS Certified Solutions Architect'],GCP,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,2,Posted in Last 5 Days,162482.82
JD-863,Azure DevOps Specialist,"Sullivan, Johnson and Delacruz",Detroit,MI,"Detroit, MI",USA,Hybrid,3/26/2025,4/25/2025,Senior,Full-time,Finance,229009,311854,270431,"['CI/CD', 'Python', 'AWS EC2', 'CloudFormation', 'Kubernetes', 'Terraform', 'GCP']","['Terraform Associate', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,16,Posted in Last 30 Days,171648.94
JD-864,Cloud Security Engineer,Ruiz-Gutierrez,Minneapolis,MN,"Minneapolis, MN",USA,Hybrid,3/31/2025,5/27/2025,Mid-level,Full-time,Finance,103213,140362,121787,"['Linux', 'CI/CD', 'Kubernetes', 'Docker', 'GCP', 'CloudFormation']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,11,Posted in Last 30 Days,166680.8
JD-865,Cloud Data Engineer,Love-Mcdowell,San Diego,CA,"San Diego, CA",USA,Remote,4/2/2025,5/2/2025,Senior,Full-time,Healthcare,223993,253116,238554,"['GCP', 'CI/CD', 'Terraform', 'Python', 'AWS EC2', 'Docker', 'Linux']","['AWS Certified Solutions Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,9,Posted in Last 10 Days,158378.38
JD-866,Cloud Security Engineer,Holloway Ltd,Denver,CO,"Denver, CO",USA,Remote,3/31/2025,5/7/2025,Senior,Full-time,Telecommunications,150923,184526,167724,"['Azure DevOps', 'Kubernetes', 'CloudFormation', 'CI/CD', 'Python', 'Docker']","['AWS Certified Solutions Architect', 'Google Professional Cloud Architect']",AWS,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,11,Posted in Last 30 Days,152551.08
JD-867,AWS Cloud Engineer,"Jones, Fisher and Daniel",Detroit,MI,"Detroit, MI",USA,Hybrid,2/5/2025,3/16/2025,Entry-level,Contract,Education,74021,87163,80592,"['GCP', 'CI/CD', 'AWS EC2', 'Kubernetes', 'Linux', 'Python', 'CloudFormation']",['AWS Certified Solutions Architect'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,65,Older than 30 Days,171648.94
JD-868,Cloud Security Engineer,"Murphy, Neal and Gill",Detroit,MI,"Detroit, MI",USA,On-site,3/5/2025,4/14/2025,Senior,Contract,E-commerce,151267,172086,161676,"['Docker', 'Linux', 'Azure DevOps', 'AWS EC2', 'Terraform', 'CI/CD', 'GCP']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,37,Older than 30 Days,171648.94
JD-869,Cloud Security Engineer,"White, Ramos and Davidson",Philadelphia,PA,"Philadelphia, PA",USA,On-site,3/14/2025,4/5/2025,Senior,Contract,E-commerce,168308,180847,174577,"['Kubernetes', 'Azure DevOps', 'CloudFormation', 'Linux', 'AWS EC2']","['AWS Certified Solutions Architect', 'Terraform Associate']",Azure,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,28,Posted in Last 30 Days,164775.67
JD-870,Cloud Data Engineer,Gonzalez-Torres,Detroit,MI,"Detroit, MI",USA,On-site,1/11/2025,3/7/2025,Senior,Contract,Education,162951,229178,196064,"['Kubernetes', 'CloudFormation', 'CI/CD', 'GCP', 'Docker']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,90,Older than 30 Days,171648.94
JD-871,DevOps Engineer,Rodriguez and Sons,Austin,TX,"Austin, TX",USA,On-site,3/7/2025,4/15/2025,Senior,Contract,Education,217524,293302,255413,"['Linux', 'CI/CD', 'Azure DevOps', 'Python', 'Docker', 'Kubernetes']",['Microsoft Azure Fundamentals'],Azure,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,35,Older than 30 Days,171058.7
JD-872,Cloud Infrastructure Engineer,"Booker, Rivas and Hines",Miami,FL,"Miami, FL",USA,On-site,3/2/2025,3/17/2025,Mid-level,Contract,Finance,108665,130322,119493,"['Kubernetes', 'GCP', 'Docker', 'CI/CD', 'Python', 'CloudFormation', 'AWS EC2', 'Linux']","['AWS Certified Solutions Architect', 'Google Professional Cloud Architect']",GCP,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,40,Older than 30 Days,164545.78
JD-873,Cloud Security Engineer,"Jennings, Sparks and Flores",Charlotte,NC,"Charlotte, NC",USA,Remote,4/3/2025,5/24/2025,Entry-level,Contract,Finance,76086,89186,82636,"['Terraform', 'GCP', 'CI/CD', 'CloudFormation', 'Docker']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,8,Posted in Last 10 Days,171317.19
JD-874,AWS Cloud Engineer,"Anderson, Thompson and Watkins",San Francisco,CA,"San Francisco, CA",USA,On-site,2/26/2025,4/22/2025,Mid-level,Full-time,Telecommunications,95421,130537,112979,"['GCP', 'CI/CD', 'AWS EC2', 'Terraform', 'Docker']",['Google Professional Cloud Architect'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,44,Older than 30 Days,158378.38
JD-875,AWS Cloud Engineer,Gonzalez-Perry,Boston,MA,"Boston, MA",USA,Hybrid,2/11/2025,4/10/2025,Entry-level,Contract,Telecommunications,56283,88154,72218,"['AWS EC2', 'CloudFormation', 'CI/CD', 'GCP', 'Terraform', 'Kubernetes']","['AWS Certified Solutions Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,59,Older than 30 Days,157901.38
JD-876,DevOps Engineer,Walter-Duffy,San Diego,CA,"San Diego, CA",USA,Hybrid,1/28/2025,3/14/2025,Entry-level,Full-time,Finance,71855,93229,82542,"['CloudFormation', 'Terraform', 'CI/CD', 'Kubernetes', 'GCP', 'Python']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,73,Older than 30 Days,158378.38
