job-id,title,company,location,posted_date,description,requirements,salary_range,source,employment_type,experience_level,application_deadline,remote_option,company_size,industry,benefits,skills_preferred,job_status,application_url,company_website,posted_by,last_updated,keywords,work_hours,timezone,contact_email
JD-654,AWS Solutions Architect,Skyline Technologies,"Austin, TX",2/1/25,"Develop and manage AWS cloud infrastructure. Work on Ruby, Terraform, and security best practices.","TypeScript, Swift, Prometheus, Scala, Docker","$120,000 - $140,000",Indeed,Part-time,Entry-level,3/5/25,Remote,51-200 employees,Software Development,"Professional development stipend, 401(k) matching, Health insurance, Stock options","Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1153,https://www.company.com,HR Team,2/20/25,"Cloud Developer, Python, Docker, EKS, AWS",35 hours/week,EST,careers@company.com
JD-655,AWS Cloud Consultant,CloudPeak Corp.,"Seattle, WA",2/22/25,"Develop and manage AWS cloud infrastructure. Work on Ruby, AWS CLI, and security best practices.","Ruby, Ansible, Git, Prometheus, Go, Scala","$80,000 - $100,000",LinkedIn,Internship,Senior-level,3/28/25,Remote,201-500 employees,Software Development,"Health insurance, Stock options, Paid time off","Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1154,https://www.company.com,HR Team,2/20/25,"Cloud Developer, Python, Docker",35 hours/week,MST,recruitment@company.com
JD-656,AWS Systems Administrator,Skyline Technologies,"Seattle, WA",2/6/25,"Develop and manage AWS cloud infrastructure. Work on TypeScript, Ansible, and security best practices.","Prometheus, PHP, Go, Java","$120,000 - $140,000",LinkedIn,Contract,Mid-level,3/14/25,Remote,51-200 employees,Cybersecurity,"401(k) matching, Professional development stipend, Health insurance, Stock options",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1155,https://www.company.com,HR Team,2/20/25,"Python, EKS, Java, AWS",Flexible,PST,recruitment@company.com
JD-657,AWS Security Engineer,Innovatech LLC,"Denver, CO",2/21/25,"Develop and manage AWS cloud infrastructure. Work on Swift, C#, and security best practices.","Git, Go, Swift, Node.js, Java, C#","$140,000 - $160,000",LinkedIn,Part-time,Mid-level,3/10/25,Hybrid,1-50 employees,Cybersecurity,"Stock options, Professional development stipend","Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1156,https://www.company.com,HR Team,2/20/25,"Python, EKS, AWS, Cloud Developer",35 hours/week,PST,careers@company.com
JD-658,AWS Cloud Developer,Innovatech LLC,"New York, NY",2/8/25,"Develop and manage AWS cloud infrastructure. Work on Docker, Ansible, and security best practices.","Docker, Ruby, Go, Git","$120,000 - $140,000",Company Website,Part-time,Mid-level,3/29/25,Onsite,201-500 employees,Cybersecurity,"Paid time off, Professional development stipend, 401(k) matching","Knowledge of Terraform, Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1157,https://www.company.com,HR Team,2/20/25,"Cloud Developer, Docker, Python",40 hours/week,CST,careers@company.com
JD-659,AWS Cloud Engineer,NetVentures,"Boston, MA",2/24/25,"Develop and manage AWS cloud infrastructure. Work on Go, Scala, and security best practices.","Prometheus, Node.js, Ansible, C#, TypeScript, Kubernetes","$120,000 - $140,000",Company Website,Contract,Senior-level,3/20/25,Hybrid,201-500 employees,Software Development,"Professional development stipend, Paid time off","Understanding of serverless architecture, Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1158,https://www.company.com,HR Team,2/20/25,"Java, AWS, Docker, Python",40 hours/week,EST,recruitment@company.com
JD-660,AWS Cloud Developer,CyberPartners,"Austin, TX",2/7/25,"Develop and manage AWS cloud infrastructure. Work on Kubernetes, Scala, and security best practices.","Jenkins, Scala, Swift, Ansible","$120,000 - $140,000",Indeed,Internship,Mid-level,3/8/25,Remote,201-500 employees,Cloud Computing,"Stock options, 401(k) matching",Knowledge of Terraform,Open,https://www.company.com/jobs/view/JD1159,https://www.company.com,HR Team,2/20/25,"ECS, Java, AWS",35 hours/week,MST,jobs@company.com
JD-661,AWS Security Engineer,Skyline Technologies,"Remote, USA",2/9/25,"Develop and manage AWS cloud infrastructure. Work on Node.js, Go, and security best practices.","PHP, AWS CLI, Jenkins, Scala, Kubernetes","$100,000 - $120,000",Indeed,Internship,Mid-level,3/30/25,Remote,1-50 employees,Cybersecurity,"401(k) matching, Professional development stipend, Health insurance, Stock options","Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1160,https://www.company.com,HR Team,2/20/25,"Cloud Developer, AWS, ECS, Python, Java",35 hours/week,EST,recruitment@company.com
JD-662,AWS DevOps Engineer,InfoLabs,"Houston, TX",2/20/25,"Develop and manage AWS cloud infrastructure. Work on Terraform, Swift, and security best practices.","Go, Git, Java, Scala","$120,000 - $140,000",Indeed,Contract,Entry-level,3/5/25,Onsite,51-200 employees,Information Technology,"Stock options, Professional development stipend, Health insurance",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1161,https://www.company.com,HR Team,2/20/25,"Java, AWS, ECS, Python",35 hours/week,MST,careers@company.com
JD-663,AWS DevOps Engineer,Skyline Technologies,"New York, NY",2/23/25,"Develop and manage AWS cloud infrastructure. Work on Jenkins, AWS CLI, and security best practices.","Ansible, Git, Java, Python, Prometheus, Scala","$80,000 - $100,000",LinkedIn,Part-time,Entry-level,3/1/25,Remote,1000+ employees,Information Technology,"Professional development stipend, Paid time off",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1162,https://www.company.com,HR Team,2/20/25,"Cloud Developer, AWS, Python, Docker, Java",40 hours/week,CST,recruitment@company.com
JD-664,AWS Security Engineer,CyberPartners,"Houston, TX",2/3/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Python, and security best practices.","Ansible, Swift, AWS CLI, Kubernetes, C#, TypeScript","$140,000 - $160,000",Glassdoor,Full-time,Entry-level,3/21/25,Hybrid,51-200 employees,Cybersecurity,"Professional development stipend, Paid time off, Health insurance",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1163,https://www.company.com,HR Team,2/20/25,"Docker, ECS, Cloud Developer",Flexible,MST,careers@company.com
JD-665,AWS Cloud Consultant,Skyline Technologies,"Houston, TX",2/20/25,"Develop and manage AWS cloud infrastructure. Work on Prometheus, Scala, and security best practices.","Swift, Ansible, Docker, Scala","$120,000 - $140,000",LinkedIn,Internship,Mid-level,3/15/25,Remote,201-500 employees,Information Technology,"Health insurance, Paid time off","Experience with CI/CD pipelines, Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1164,https://www.company.com,HR Team,2/20/25,"AWS, Python, ECS",35 hours/week,MST,jobs@company.com
JD-666,AWS Network Engineer,Skyline Technologies,"Austin, TX",2/10/25,"Develop and manage AWS cloud infrastructure. Work on Swift, Scala, and security best practices.","Node.js, Ansible, Go, Jenkins, Prometheus, C#","$120,000 - $140,000",LinkedIn,Part-time,Senior-level,3/17/25,Onsite,51-200 employees,Information Technology,"401(k) matching, Professional development stipend","Experience with CI/CD pipelines, Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1165,https://www.company.com,HR Team,2/20/25,"Java, Cloud Developer, Docker, AWS, EKS",40 hours/week,CST,careers@company.com
JD-667,AWS Network Engineer,TechSolutions Inc.,"Seattle, WA",2/19/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Docker, and security best practices.","C#, Docker, PHP, Terraform, Prometheus, Git","$140,000 - $160,000",Indeed,Internship,Entry-level,3/6/25,Remote,201-500 employees,Cybersecurity,"Paid time off, Health insurance, Professional development stipend","Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1166,https://www.company.com,HR Team,2/20/25,"ECS, Cloud Developer, Python",35 hours/week,PST,careers@company.com
JD-668,AWS Cloud Engineer,CyberPartners,"New York, NY",2/23/25,"Develop and manage AWS cloud infrastructure. Work on Node.js, Swift, and security best practices.","TypeScript, Python, C#, AWS CLI, Docker, Java","$100,000 - $120,000",Glassdoor,Contract,Entry-level,3/21/25,Remote,51-200 employees,Cloud Computing,"Professional development stipend, Health insurance",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1167,https://www.company.com,HR Team,2/20/25,"Python, ECS, Cloud Developer",35 hours/week,EST,recruitment@company.com
JD-669,AWS Cloud Developer,InfoLabs,"San Francisco, CA",2/19/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Kubernetes, and security best practices.","Scala, TypeScript, Python, Jenkins","$140,000 - $160,000",Indeed,Part-time,Mid-level,3/25/25,Onsite,1-50 employees,Software Development,"Health insurance, Professional development stipend","Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1168,https://www.company.com,HR Team,2/20/25,"ECS, Docker, Cloud Developer, Java",35 hours/week,PST,jobs@company.com
JD-670,AWS DevOps Engineer,TechSolutions Inc.,"Austin, TX",2/13/25,"Develop and manage AWS cloud infrastructure. Work on Terraform, Prometheus, and security best practices.","Node.js, C#, PHP, Docker","$120,000 - $140,000",Company Website,Internship,Entry-level,3/10/25,Onsite,1-50 employees,Cloud Computing,"Professional development stipend, Stock options, 401(k) matching, Paid time off",Knowledge of Terraform,Open,https://www.company.com/jobs/view/JD1169,https://www.company.com,HR Team,2/20/25,"Java, Docker, Cloud Developer, ECS, AWS",35 hours/week,MST,jobs@company.com
JD-671,AWS DevOps Engineer,CyberPartners,"Chicago, IL",2/27/25,"Develop and manage AWS cloud infrastructure. Work on Java, Scala, and security best practices.","Terraform, AWS CLI, Go, Prometheus, Ruby","$100,000 - $120,000",Glassdoor,Contract,Entry-level,3/18/25,Remote,201-500 employees,Software Development,"Health insurance, 401(k) matching, Paid time off, Stock options",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1170,https://www.company.com,HR Team,2/20/25,"ECS, Docker, Cloud Developer, EKS, Python",35 hours/week,PST,careers@company.com
JD-672,AWS Cloud Consultant,InfoLabs,"San Francisco, CA",2/20/25,"Develop and manage AWS cloud infrastructure. Work on Terraform, Swift, and security best practices.","Go, Python, PHP, TypeScript, Ansible","$120,000 - $140,000",Indeed,Contract,Entry-level,3/28/25,Onsite,501-1000 employees,Software Development,"Paid time off, Professional development stipend, Health insurance","Understanding of serverless architecture, Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1171,https://www.company.com,HR Team,2/20/25,"AWS, Python, Docker, EKS",Flexible,PST,recruitment@company.com
JD-673,AWS Data Engineer,Skyline Technologies,"Chicago, IL",2/20/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Scala, and security best practices.","Terraform, Swift, Ansible, TypeScript, Git, Prometheus","$140,000 - $160,000",Indeed,Internship,Mid-level,3/4/25,Remote,51-200 employees,Cybersecurity,"Paid time off, 401(k) matching, Health insurance","Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1172,https://www.company.com,HR Team,2/20/25,"AWS, EKS, Cloud Developer",Flexible,EST,jobs@company.com
JD-674,AWS Security Engineer,TechSolutions Inc.,"Houston, TX",2/21/25,"Develop and manage AWS cloud infrastructure. Work on Ruby, C#, and security best practices.","Node.js, AWS CLI, Ansible, Kubernetes","$120,000 - $140,000",Indeed,Full-time,Entry-level,3/6/25,Onsite,201-500 employees,Cybersecurity,"401(k) matching, Health insurance, Stock options, Paid time off","Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1173,https://www.company.com,HR Team,2/20/25,"Cloud Developer, AWS, Python, ECS, EKS",40 hours/week,PST,recruitment@company.com
JD-675,AWS Security Engineer,NextGen Systems,"New York, NY",2/10/25,"Develop and manage AWS cloud infrastructure. Work on Scala, Node.js, and security best practices.","Ruby, Java, Docker, Jenkins, Go, C#","$140,000 - $160,000",Company Website,Full-time,Senior-level,3/20/25,Remote,201-500 employees,Software Development,"Health insurance, Paid time off, Professional development stipend, 401(k) matching",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1174,https://www.company.com,HR Team,2/20/25,"AWS, Cloud Developer, EKS, Docker, Python",40 hours/week,MST,jobs@company.com
JD-676,AWS Security Engineer,NetVentures,"Remote, USA",2/10/25,"Develop and manage AWS cloud infrastructure. Work on AWS CLI, Jenkins, and security best practices.","Prometheus, Jenkins, Python, Node.js, Ruby","$80,000 - $100,000",LinkedIn,Internship,Mid-level,3/5/25,Onsite,201-500 employees,Cloud Computing,"401(k) matching, Professional development stipend, Stock options","Understanding of serverless architecture, Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1175,https://www.company.com,HR Team,2/20/25,"Python, ECS, Docker, Java",40 hours/week,CST,recruitment@company.com
JD-677,AWS Cloud Consultant,NetVentures,"Denver, CO",2/21/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Ansible, and security best practices.","AWS CLI, Node.js, Python, Terraform, PHP","$120,000 - $140,000",LinkedIn,Part-time,Entry-level,3/7/25,Onsite,1000+ employees,Software Development,"Paid time off, Health insurance, Stock options, 401(k) matching","Experience with CI/CD pipelines, Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1176,https://www.company.com,HR Team,2/20/25,"Python, EKS, Java",40 hours/week,PST,jobs@company.com
JD-678,AWS Data Engineer,CyberPartners,"Remote, USA",2/7/25,"Develop and manage AWS cloud infrastructure. Work on Docker, AWS CLI, and security best practices.","TypeScript, Prometheus, Ruby, PHP, Python","$80,000 - $100,000",Indeed,Internship,Mid-level,3/10/25,Hybrid,1000+ employees,Information Technology,"401(k) matching, Stock options, Paid time off, Professional development stipend","Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1177,https://www.company.com,HR Team,2/20/25,"Cloud Developer, EKS, Java, AWS",40 hours/week,EST,recruitment@company.com
JD-679,AWS DevOps Engineer,InfoLabs,"Boston, MA",2/4/25,"Develop and manage AWS cloud infrastructure. Work on C#, Java, and security best practices.","Prometheus, Git, TypeScript, Scala, Ansible","$120,000 - $140,000",Glassdoor,Contract,Entry-level,3/20/25,Onsite,1-50 employees,Software Development,"401(k) matching, Stock options, Health insurance",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1178,https://www.company.com,HR Team,2/20/25,"Java, Docker, Cloud Developer, AWS",40 hours/week,MST,careers@company.com
